"","INCI_ID","WARD","UCRsummary","STATUTDESC","WEAPON1DESC","WEAPON2DESC","WEAPON_CATEGORY","Crime","CrimeType","CrimeCategory","DATE_REPT","ArrestID","ArrestDate","ArrestCharge","ArrestChargeDescription","Severity","Age","AgeGroup","ArresteeSex","ArresteeRace","ArresteeEthnicity"
"729","2212210204",4,4,"Aggravated Assault - Drive-By","HANDGUN","UNKNOWN","FIREARM","Part 1","Agg. Assault","Violent","2022/12/21 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","2212160152",NA,4,"Aggravated Assault - Drive-By","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/12/16 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","2212090189",4,4,"Aggravated Assault - Other","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/12/09 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","2212090084",2,15,"Weapons - Other","FIREARM","HANDGUN","FIREARM","Part 2","Weapons Violation","Violation","2022/12/09 00:00:00+00","AR220012247","2022/12/13 15:00:00+00","13-3102A4","POSS WPN BY PROHIB PERSON","Felony",33,"26-36","Male","White","Unknown/Not Recorded"
"733","2212180030",6,15,"Weapons - Illegal","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/12/18 00:00:00+00","AR220012506","2022/12/18 13:00:00+00","13-3102A","MISCONDUCT WEAPONS/MISCONDUCT","Felony",23,"19-25","Male","Hispanic or Latino","Hispanic or Latino"
"734","2212180030",6,15,"Weapons - Illegal","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/12/18 00:00:00+00","AR220012506","2022/12/18 13:00:00+00","13-3408A1","NARCOTIC DRUG (COCAINE/HEROIN)-POSSESS/USE","Felony",23,"19-25","Male","Hispanic or Latino","Hispanic or Latino"
"735","2212180030",6,15,"Weapons - Illegal","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/12/18 00:00:00+00","AR220012506","2022/12/18 13:00:00+00","13-3102A4","POSS WPN BY PROHIB PERSON","Felony",23,"19-25","Male","Hispanic or Latino","Hispanic or Latino"
"736","2212220154",1,4,"Aggravated Assault - Other","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/12/22 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","2212030007",3,15,"Weapons - Other","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/12/02 00:00:00+00","AR220011691","2022/12/03 10:00:00+00","13-3408A1","NARCOTIC DRUG (COCAINE/HEROIN)-POSSESS/USE","Felony",34,"26-36","Male","White","Unknown/Not Recorded"
"738","2212030007",3,15,"Weapons - Other","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/12/02 00:00:00+00","AR220011691","2022/12/03 10:00:00+00","13-3415A","DRUG PARAPHERNALIA VIOLATION","Felony/Misdemeanor",34,"26-36","Male","White","Unknown/Not Recorded"
"739","2212030007",3,15,"Weapons - Other","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/12/02 00:00:00+00","AR220011691","2022/12/03 10:00:00+00","13-3102A","MISCONDUCT WEAPONS/MISCONDUCT","Felony",34,"26-36","Male","White","Unknown/Not Recorded"
"740","2212030007",3,15,"Weapons - Other","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/12/02 00:00:00+00","AR220011691","2022/12/03 10:00:00+00","13-3407A1","DANGEROUS DRUG-POSS/USE","Felony",34,"26-36","Male","White","Unknown/Not Recorded"
"741","2212270131",3,15,"Weapons - Other","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/12/27 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","2212080234",6,2,"Sexual Assault - Forcible Rape Female/Male","FIREARM","HANDGUN","FIREARM","Part 1","Sex Assault","Violent","2022/12/08 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","2212130012",4,3,"Robbery - Residence","RIFLE","","FIREARM","Part 1","Robbery","Violent","2022/12/13 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","2212270180",6,24,"Disorderly Conduct - Discharging Firearms or Fireworks","FIREARM","HANDGUN","FIREARM","Part 2","Disorderly Conduct","Quality of Life","2022/12/27 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","2212250025",2,4,"Aggravated Assault - Domestic Violence (DV)","SHOTGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/12/25 00:00:00+00","AR220012891","2022/12/25 16:00:00+00","13-1204A2","AGG ASSAULT","Felony",25,"19-25","Male","Hispanic or Latino","Hispanic or Latino"
"746","2212250025",2,4,"Aggravated Assault - Domestic Violence (DV)","SHOTGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/12/25 00:00:00+00","AR220012891","2022/12/25 16:00:00+00","13-2904A6DV","DISORDERLY CONDUCT-WEAPON/INST","Felony",25,"19-25","Male","Hispanic or Latino","Hispanic or Latino"
"747","2212230178",3,24,"Disorderly Conduct - Discharging Firearms or Fireworks","SHOTGUN","","FIREARM","Part 2","Disorderly Conduct","Quality of Life","2022/12/23 00:00:00+00","AR220012838","2022/12/24 05:00:00+00","13-3107","DSCHRG FIREARM IN CITY LIMIT","Felony",21,"19-25","Male","White","Unknown/Not Recorded"
"748","2212080001",5,24,"Disorderly Conduct - Discharging Firearms or Fireworks","FIREARM","RIFLE","FIREARM","Part 2","Disorderly Conduct","Quality of Life","2022/12/07 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","2212090207",5,3,"Robbery - Convenience Stores","HANDGUN","","FIREARM","Part 1","Robbery","Violent","2022/12/09 00:00:00+00","AR220012091","2022/12/10 12:00:00+00","13-1904A2","ARMED ROBBERY-THREATEN USE WEAPON","Felony",53,"47-56","Female","Hispanic or Latino","Hispanic or Latino"
"750","2207030019",5,4,"Aggravated Assault - Domestic Violence (DV)","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/07/02 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","2212240023",6,15,"Weapons - Other","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/12/24 00:00:00+00","AR220012846","2022/12/24 09:00:00+00","13-3407A1","DANGEROUS DRUG-POSS/USE","Felony",52,"47-56","Male","Hispanic or Latino","Hispanic or Latino"
"752","2212240023",6,15,"Weapons - Other","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/12/24 00:00:00+00","AR220012846","2022/12/24 09:00:00+00","13-3408A1","NARCOTIC DRUG (COCAINE/HEROIN)-POSSESS/USE","Felony",52,"47-56","Male","Hispanic or Latino","Hispanic or Latino"
"753","2212240023",6,15,"Weapons - Other","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/12/24 00:00:00+00","AR220012846","2022/12/24 09:00:00+00","13-3415A","DRUG PARAPHERNALIA VIOLATION","Felony/Misdemeanor",52,"47-56","Male","Hispanic or Latino","Hispanic or Latino"
"754","2212090032",4,4,"Aggravated Assault - Other","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/12/09 00:00:00+00","AR220012042","2022/12/09 21:00:00+00","13-1204A2","AGG ASSAULT","Felony",44,"37-46","Male","White","Not Hispanic or Latino"
"755","2212090032",4,4,"Aggravated Assault - Other","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/12/09 00:00:00+00","AR220012042","2022/12/09 21:00:00+00","13-3107A","DISCHARGE FIREARM IN CITY LIMITS","Felony",44,"37-46","Male","White","Not Hispanic or Latino"
"756","2212090032",4,4,"Aggravated Assault - Other","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/12/09 00:00:00+00","AR220012042","2022/12/09 21:00:00+00","13-3102A4","POSS WPN BY PROHIB PERSON","Felony",44,"37-46","Male","White","Not Hispanic or Latino"
"757","2212080219",2,4,"Aggravated Assault - Other","HANDGUN","PERSONAL_WEAPONS","FIREARM","Part 1","Agg. Assault","Violent","2022/12/08 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","2209010003",2,15,"Weapons - Other","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/08/31 00:00:00+00","AR220006444","2022/09/01 08:00:00+00","4-251A.2","POSSESS OPEN CONTAINER OF LIQU","Misdemeanor",21,"19-25","Male","Black or African American","Not Hispanic or Latino"
"759","2209010003",2,15,"Weapons - Other","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/08/31 00:00:00+00","AR220006444","2022/09/01 08:00:00+00","13-2508A2","RESIST ARREST-RISK PHYS INJ","Misdemeanor",21,"19-25","Male","Black or African American","Not Hispanic or Latino"
"760","2209010003",2,15,"Weapons - Other","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/08/31 00:00:00+00","AR220006444","2022/09/01 08:00:00+00","13-2908","CRIMINAL NUISANCE","Misdemeanor",21,"19-25","Male","Black or African American","Not Hispanic or Latino"
"761","2209010003",2,15,"Weapons - Other","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/08/31 00:00:00+00","AR220006444","2022/09/01 08:00:00+00","28-8429A","MISCNDCT INVL WEAPON-AIRPORT","Misdemeanor",21,"19-25","Male","Black or African American","Not Hispanic or Latino"
"762","2209010003",2,15,"Weapons - Other","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/08/31 00:00:00+00","AR220006444","2022/09/01 08:00:00+00","28-2153A","EXPIRED AZ REGISTRATION","Civil Traffic",21,"19-25","Male","Black or African American","Not Hispanic or Latino"
"763","2212310043",5,4,"Aggravated Assault - Other","FIREARM","HANDGUN","FIREARM","Part 1","Agg. Assault","Violent","2022/12/31 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","2212230036",2,4,"Aggravated Assault - Other","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/12/23 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","2212180126",6,15,"Weapons - Other","RIFLE","","FIREARM","Part 2","Weapons Violation","Violation","2022/12/18 00:00:00+00","AR220012540","2022/12/19 06:00:00+00","13-3408A2","NARCOTIC DRUG (COCAINE/HEROIN)-POSSESS FOR SALE","Felony",28,"26-36","Male","Unknown/Not Recorded","Not Hispanic or Latino"
"766","2212180126",6,15,"Weapons - Other","RIFLE","","FIREARM","Part 2","Weapons Violation","Violation","2022/12/18 00:00:00+00","AR220012540","2022/12/19 06:00:00+00","13-3102A8","POSSESS/USE WEAPON IN DRUG OFFENSE","Felony",28,"26-36","Male","Unknown/Not Recorded","Not Hispanic or Latino"
"767","2212180126",6,15,"Weapons - Other","RIFLE","","FIREARM","Part 2","Weapons Violation","Violation","2022/12/18 00:00:00+00","AR220012540","2022/12/19 06:00:00+00","13-3102A4","POSS WPN BY PROHIB PERSON","Felony",28,"26-36","Male","Unknown/Not Recorded","Not Hispanic or Latino"
"768","2212180126",6,15,"Weapons - Other","RIFLE","","FIREARM","Part 2","Weapons Violation","Violation","2022/12/18 00:00:00+00","AR220012540","2022/12/19 06:00:00+00","13-3407A2","DANGEROUS DRUG-POSS FOR SALE","Felony",28,"26-36","Male","Unknown/Not Recorded","Not Hispanic or Latino"
"769","2211300190",6,4,"Aggravated Assault - Domestic Violence (DV)","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/11/30 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","2212010126",2,15,"Weapons - Illegal","HANDGUN","RIFLE","FIREARM","Part 2","Weapons Violation","Violation","2022/12/01 00:00:00+00","AR220011846","2022/12/02 00:00:00+00","13-3102","MISCONDUCT INVOLVING WEAPONS","Misdemeanor",24,"19-25","Male","Hispanic or Latino","Hispanic or Latino"
"771","2212170140",NA,15,"Weapons - Other","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/12/17 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","2212060194",2,4,"Aggravated Assault - Domestic Violence (DV)","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/12/06 00:00:00+00","AR220011961","2022/12/07 23:00:00+00","13-1204A2","AGG ASSAULT","Felony",26,"26-36","Male","Hispanic or Latino","Hispanic or Latino"
"773","2212060194",2,4,"Aggravated Assault - Domestic Violence (DV)","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/12/06 00:00:00+00","AR220011961","2022/12/07 23:00:00+00","13-3407A1","DANGEROUS DRUG-POSS/USE","Felony",26,"26-36","Male","Hispanic or Latino","Hispanic or Latino"
"774","2212060194",2,4,"Aggravated Assault - Domestic Violence (DV)","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/12/06 00:00:00+00","AR220011961","2022/12/07 23:00:00+00","13-3415A","DRUG PARAPHERNALIA VIOLATION","Felony/Misdemeanor",26,"26-36","Male","Hispanic or Latino","Hispanic or Latino"
"775","2212060194",2,4,"Aggravated Assault - Domestic Violence (DV)","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/12/06 00:00:00+00","AR220011961","2022/12/07 23:00:00+00","13-3408A1","NARCOTIC DRUG (COCAINE/HEROIN)-POSSESS/USE","Felony",26,"26-36","Male","Hispanic or Latino","Hispanic or Latino"
"776","2211300194",6,3,"Robbery - Convenience Stores","FIREARM","HANDGUN","FIREARM","Part 1","Robbery","Violent","2022/11/30 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777","2212240116",3,24,"Disorderly Conduct - Discharging Firearms or Fireworks","SHOTGUN","","FIREARM","Part 2","Disorderly Conduct","Quality of Life","2022/12/24 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","2212010082",6,4,"Aggravated Assault - Other","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/12/01 00:00:00+00","AR220011664","2022/12/01 21:00:00+00","13-1304A4","KIDNAP DV-FEAR OF INJURY","Felony",38,"37-46","Male","Hispanic or Latino","Hispanic or Latino"
"779","2212120102",1,24,"Disorderly Conduct - Discharging Firearms or Fireworks","FIREARM","HANDGUN","FIREARM","Part 2","Disorderly Conduct","Quality of Life","2022/12/12 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","2212100165",3,3,"Robbery - Carjacking","HANDGUN","","FIREARM","Part 1","Robbery","Violent","2022/12/10 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","2212250079",3,15,"Weapons - Illegal","HANDGUN","KNIFE_CUTTING_INSTRUMENT","FIREARM","Part 2","Weapons Violation","Violation","2022/12/25 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782","2212090184",3,4,"Aggravated Assault - Other","FIREARM","HANDGUN","FIREARM","Part 1","Agg. Assault","Violent","2022/12/09 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","2205240001",6,1,"Criminal Homicide - Murder","FIREARM","HANDGUN","FIREARM","Part 1","Homicide","Violent","2022/05/23 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","2212180002",6,14,"Criminal Damage (Under $1000) - Intentional Vandalism (DV)","HANDGUN","","FIREARM","Part 2","Criminal Damage","Property","2022/12/17 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","2211300226",5,4,"Aggravated Assault - Drive-By","RIFLE","","FIREARM","Part 1","Agg. Assault","Violent","2022/11/30 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","2212290008",1,3,"Robbery - Convenience Stores","HANDGUN","","FIREARM","Part 1","Robbery","Violent","2022/12/29 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787","2212250018",6,24,"Disorderly Conduct - Discharging Firearms or Fireworks","HANDGUN","","FIREARM","Part 2","Disorderly Conduct","Quality of Life","2022/12/25 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","2207240082",3,4,"Aggravated Assault - Other","FIREARM","HANDGUN","FIREARM","Part 1","Agg. Assault","Violent","2022/07/24 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789","2212300123",3,4,"Aggravated Assault - Other","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/12/30 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790","2207100022",3,15,"Weapons - Other","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/07/10 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791","2212070175",5,15,"Weapons - Other","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/12/07 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792","2212130009",5,15,"Weapons - Other","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/12/13 00:00:00+00","AR220012237","2022/12/13 09:00:00+00","13-3102A4","POSS WPN BY PROHIB PERSON","Felony",45,"37-46","Male","White","Not Hispanic or Latino"
"793","2212130009",5,15,"Weapons - Other","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/12/13 00:00:00+00","AR220012237","2022/12/13 09:00:00+00","13-3408A1","NARCOTIC DRUG (COCAINE/HEROIN)-POSSESS/USE","Felony",45,"37-46","Male","White","Not Hispanic or Latino"
"794","2212130009",5,15,"Weapons - Other","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/12/13 00:00:00+00","AR220012237","2022/12/13 09:00:00+00","13-3415A","DRUG PARAPHERNALIA VIOLATION","Felony/Misdemeanor",45,"37-46","Male","White","Not Hispanic or Latino"
"795","2212080009",1,24,"Disorderly Conduct - Discharging Firearms or Fireworks","HANDGUN","","FIREARM","Part 2","Disorderly Conduct","Quality of Life","2022/12/07 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796","2212050171",NA,3,"Robbery - Highway","HANDGUN","","FIREARM","Part 1","Robbery","Violent","2022/12/05 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797","2212050218",6,15,"Weapons - Other","FIREARM","HANDGUN","FIREARM","Part 2","Weapons Violation","Violation","2022/12/05 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","2207310100",3,2,"Sexual Assault - Forcible Rape Female/Male","HANDGUN","","FIREARM","Part 1","Sex Assault","Violent","2022/07/31 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799","2212140193",3,4,"Aggravated Assault - Other","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/12/14 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","2212170113",3,4,"Aggravated Assault - Other","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/12/17 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801","2212260153",5,56,"Suspicious Activity - Person","HANDGUN","","FIREARM","Other","Suspicious Activity","Quality of Life","2022/12/26 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802","2212270033",3,4,"Aggravated Assault - Other","SHOTGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/12/27 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803","2212160093",5,4,"Aggravated Assault - Other","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/12/16 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","2209260102",5,4,"Aggravated Assault - Other","HANDGUN","KNIFE_CUTTING_INSTRUMENT","FIREARM","Part 1","Agg. Assault","Violent","2022/09/26 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805","2212190135",1,4,"Aggravated Assault - Other","FIREARM","HANDGUN","FIREARM","Part 1","Agg. Assault","Violent","2022/12/19 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806","2212020011",1,15,"Weapons - Illegal","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/12/02 00:00:00+00","AR220012297","2022/12/02 07:00:00+00","13-3102A8","POSSESS/USE WEAPON IN DRUG OFFENSE","Felony",23,"19-25","Male","Hispanic or Latino","Hispanic or Latino"
"807","2212020011",1,15,"Weapons - Illegal","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/12/02 00:00:00+00","AR220012297","2022/12/02 07:00:00+00","13-3415A","DRUG PARAPHERNALIA VIOLATION","Felony/Misdemeanor",23,"19-25","Male","Hispanic or Latino","Hispanic or Latino"
"808","2212020011",1,15,"Weapons - Illegal","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/12/02 00:00:00+00","AR220012297","2022/12/02 07:00:00+00","13-3408A1","NARCOTIC DRUG (COCAINE/HEROIN)-POSSESS/USE","Felony",23,"19-25","Male","Hispanic or Latino","Hispanic or Latino"
"809","2212300210",2,15,"Weapons - Illegal","SHOTGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/12/30 00:00:00+00","AR220013201","2022/12/31 10:00:00+00","13-3102A4","POSS WPN BY PROHIB PERSON","Felony",26,"26-36","Male","Hispanic or Latino","Hispanic or Latino"
"810","2212010136",3,15,"Weapons - Other","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/12/01 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811","2212080003",1,4,"Aggravated Assault - Domestic Violence (DV)","HANDGUN","PERSONAL_WEAPONS","FIREARM","Part 1","Agg. Assault","Violent","2022/12/07 00:00:00+00","AR220011965","2022/12/08 08:00:00+00","13-1201","ENDANGERMENT","Felony",17,"15-18","Male","Hispanic or Latino","Hispanic or Latino"
"812","2212080003",1,4,"Aggravated Assault - Domestic Violence (DV)","HANDGUN","PERSONAL_WEAPONS","FIREARM","Part 1","Agg. Assault","Violent","2022/12/07 00:00:00+00","AR220011965","2022/12/08 08:00:00+00","13-3102A4","POSS WPN BY PROHIB PERSON","Felony",17,"15-18","Male","Hispanic or Latino","Hispanic or Latino"
"813","2212080003",1,4,"Aggravated Assault - Domestic Violence (DV)","HANDGUN","PERSONAL_WEAPONS","FIREARM","Part 1","Agg. Assault","Violent","2022/12/07 00:00:00+00","AR220011965","2022/12/08 08:00:00+00","13-3111A","MINOR CARRYING FIREARM","Felony",17,"15-18","Male","Hispanic or Latino","Hispanic or Latino"
"814","2212080003",1,4,"Aggravated Assault - Domestic Violence (DV)","HANDGUN","PERSONAL_WEAPONS","FIREARM","Part 1","Agg. Assault","Violent","2022/12/07 00:00:00+00","AR220011965","2022/12/08 08:00:00+00","13-2904A6DV","DISORDERLY CONDUCT-WEAPON/INST","Felony",17,"15-18","Male","Hispanic or Latino","Hispanic or Latino"
"815","2212200201",4,4,"Aggravated Assault - Other","OTHER_FIREARM","RIFLE","FIREARM","Part 1","Agg. Assault","Violent","2022/12/20 00:00:00+00","AR220012651","2022/12/21 07:00:00+00","13-1211","DISCHARGE FIREARM AT A STRUCTURE","Felony",21,"19-25","Male","Black or African American","Not Hispanic or Latino"
"816","2212200201",4,4,"Aggravated Assault - Other","OTHER_FIREARM","RIFLE","FIREARM","Part 1","Agg. Assault","Violent","2022/12/20 00:00:00+00","AR220012651","2022/12/21 07:00:00+00","13-1204A2","AGG ASSAULT","Felony",21,"19-25","Male","Black or African American","Not Hispanic or Latino"
"817","2212100015",6,4,"Aggravated Assault - Other","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/12/10 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818","2212160164",5,4,"Aggravated Assault - Other","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/12/16 00:00:00+00","AR220013021","2022/12/21 22:00:00+00","13-1204A2","AGG ASSAULT","Felony",27,"26-36","Male","Hispanic or Latino","Hispanic or Latino"
"819","2212020147",2,4,"Aggravated Assault - Other","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/12/02 00:00:00+00","AR220011671","2022/12/03 05:00:00+00","13-1204A2","AGG ASSAULT","Felony",69,"65+","Male","White","Not Hispanic or Latino"
"820","2208130029",6,11,"Frauds - Identity Theft","HANDGUN","","FIREARM","Part 2","Fraud","Property","2022/08/13 00:00:00+00","AR220008546","2022/10/06 23:00:00+00","13-3407","DANGEROUS DRUG-POSSESS/USE/SELL/TRANSPORT","Felony",26,"26-36","Male","Hispanic or Latino","Hispanic or Latino"
"821","2208130029",6,11,"Frauds - Identity Theft","HANDGUN","","FIREARM","Part 2","Fraud","Property","2022/08/13 00:00:00+00","AR220008546","2022/10/06 23:00:00+00","13-2008","TAKING IDENTITY OF ANOTHER","Felony",26,"26-36","Male","Hispanic or Latino","Hispanic or Latino"
"822","2208130029",6,11,"Frauds - Identity Theft","HANDGUN","","FIREARM","Part 2","Fraud","Property","2022/08/13 00:00:00+00","AR220008546","2022/10/06 23:00:00+00","13-3102","MISCONDUCT INVOLVING WEAPONS","Felony",26,"26-36","Male","Hispanic or Latino","Hispanic or Latino"
"823","2208130029",6,11,"Frauds - Identity Theft","HANDGUN","","FIREARM","Part 2","Fraud","Property","2022/08/13 00:00:00+00","AR220008546","2022/10/06 23:00:00+00","13-3415","DRUG PARAPHERNALIA-POSSESS/SELL/MANUFACTURE","Felony/Misdemeanor",26,"26-36","Male","Hispanic or Latino","Hispanic or Latino"
"824","2205100212",5,3,"Robbery - Convenience Stores","HANDGUN","","FIREARM","Part 1","Robbery","Violent","2022/05/10 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825","2305020007",3,4,"Aggravated Assault - Other","FIREARM","HANDGUN","FIREARM","Part 1","Agg. Assault","Violent","2023/05/01 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826","2209030083",5,14,"Criminal Damage (Under $1000) - Malicious Mischief","FIREARM","HANDGUN","FIREARM","Part 2","Criminal Damage","Property","2022/09/03 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827","2206250085",1,4,"Aggravated Assault - Other","HANDGUN","","FIREARM","Part 1","Agg. Assault","Violent","2022/06/25 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"828","2210260150",1,24,"Disorderly Conduct - Discharging Firearms or Fireworks","FIREARM","SHOTGUN","FIREARM","Part 2","Disorderly Conduct","Quality of Life","2022/10/26 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"829","2210070082",4,40,"Death - Suicide","HANDGUN","","FIREARM","Other","Death","Quality of Life","2022/10/07 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830","2210070093",5,15,"Weapons - Other","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/10/07 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831","2209200190",5,15,"Weapons - Other","HANDGUN","","FIREARM","Part 2","Weapons Violation","Violation","2022/09/20 00:00:00+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832","2208270168",5,4,"Aggravated Assault - Domestic Violence (DV)","AUTOMATIC_HANDGUN","HANDGUN","FIREARM","Part 1","Agg. Assault","Violent","2022/08/27 00:00:00+00","AR220006200","2022/08/28 07:00:00+00","13-1204A2","AGG ASSAULT","Felony",40,"37-46","Male","Black or African American","Unknown/Not Recorded"
