"","MasterID","INCI_ID","ArrestID","WEAPON_CATEGORY","CrimeType","CrimeCategory","WARD","ArrestDate","ArrestCharge","shot"
"1428","M000505",2212080201,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"1429","M001063",2212080201,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"1430","M001064",2212180053,NA,"FIREARM","Agg. Assault","Violent",2,NA,NA,FALSE
"1431","M000263",2212080024,NA,"FIREARM","Robbery","Violent",4,NA,NA,FALSE
"1432","M001065",2212080024,NA,"FIREARM","Robbery","Violent",4,NA,NA,FALSE
"1433","M001066",2212080024,NA,"FIREARM","Robbery","Violent",4,NA,NA,TRUE
"1434","M001067",2212180112,NA,"FIREARM","Homicide","Violent",1,NA,NA,FALSE
"1435","M001068",2212180112,NA,"FIREARM","Homicide","Violent",1,NA,NA,FALSE
"1436","M001045",2212180120,"2022011099","FIREARM","Traffic Violation","Violation",4,"2022/12/19 01:00:00+00","13-2506A1",FALSE
"1437","M001069",2212180120,"2022011099","FIREARM","Traffic Violation","Violation",4,"2022/12/19 01:00:00+00","13-2506A1",FALSE
"1438","M001070",2212180120,"2022011099","FIREARM","Traffic Violation","Violation",4,"2022/12/19 01:00:00+00","13-2506A1",FALSE
"1439","M001045",2212180120,"AR220012524","FIREARM","Traffic Violation","Violation",4,"2022/12/19 01:00:00+00","FMC-393.24A",FALSE
"1440","M001069",2212180120,"AR220012524","FIREARM","Traffic Violation","Violation",4,"2022/12/19 01:00:00+00","FMC-393.24A",FALSE
"1441","M001070",2212180120,"AR220012524","FIREARM","Traffic Violation","Violation",4,"2022/12/19 01:00:00+00","FMC-393.24A",FALSE
"1442","M001045",2212180120,"AR220012524","FIREARM","Traffic Violation","Violation",4,"2022/12/19 01:00:00+00","28-3473A",FALSE
"1443","M001069",2212180120,"AR220012524","FIREARM","Traffic Violation","Violation",4,"2022/12/19 01:00:00+00","28-3473A",FALSE
"1444","M001070",2212180120,"AR220012524","FIREARM","Traffic Violation","Violation",4,"2022/12/19 01:00:00+00","28-3473A",FALSE
"1445","M000194",2212050031,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"1446","M000877",2212210204,NA,"FIREARM","Agg. Assault","Violent",4,NA,NA,FALSE
"1447","M001071",2212210204,NA,"FIREARM","Agg. Assault","Violent",4,NA,NA,FALSE
"1448","M000924",2212160152,NA,"FIREARM","Agg. Assault","Violent",NA,NA,NA,FALSE
"1449","M001072",2212160152,NA,"FIREARM","Agg. Assault","Violent",NA,NA,NA,FALSE
"1450","M000111",2212090189,NA,"FIREARM","Agg. Assault","Violent",4,NA,NA,TRUE
"1451","M001073",2212090189,NA,"FIREARM","Agg. Assault","Violent",4,NA,NA,FALSE
"1452","M001074",2212090084,"AR220012247","FIREARM","Weapons Violation","Violation",2,"2022/12/13 15:00:00+00","13-3102A4",FALSE
"1453","M000280",2212180030,"AR220012506","FIREARM","Weapons Violation","Violation",6,"2022/12/18 13:00:00+00","13-3102A",FALSE
"1454","M000280",2212180030,"AR220012506","FIREARM","Weapons Violation","Violation",6,"2022/12/18 13:00:00+00","13-3408A1",FALSE
"1455","M000280",2212180030,"AR220012506","FIREARM","Weapons Violation","Violation",6,"2022/12/18 13:00:00+00","13-3102A4",FALSE
"1456","M000477",2212220154,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,TRUE
"1457","M000955",2212220154,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,TRUE
"1458","M001075",2212220154,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"1459","M001076",2212030007,"AR220011691","FIREARM","Weapons Violation","Violation",3,"2022/12/03 10:00:00+00","13-3408A1",FALSE
"1460","M001077",2212030007,"AR220011691","FIREARM","Weapons Violation","Violation",3,"2022/12/03 10:00:00+00","13-3408A1",FALSE
"1461","M001078",2212030007,"AR220011691","FIREARM","Weapons Violation","Violation",3,"2022/12/03 10:00:00+00","13-3408A1",FALSE
"1462","M001076",2212030007,"AR220011691","FIREARM","Weapons Violation","Violation",3,"2022/12/03 10:00:00+00","13-3415A",FALSE
"1463","M001077",2212030007,"AR220011691","FIREARM","Weapons Violation","Violation",3,"2022/12/03 10:00:00+00","13-3415A",FALSE
"1464","M001078",2212030007,"AR220011691","FIREARM","Weapons Violation","Violation",3,"2022/12/03 10:00:00+00","13-3415A",FALSE
"1465","M001076",2212030007,"AR220011691","FIREARM","Weapons Violation","Violation",3,"2022/12/03 10:00:00+00","13-3102A",FALSE
"1466","M001077",2212030007,"AR220011691","FIREARM","Weapons Violation","Violation",3,"2022/12/03 10:00:00+00","13-3102A",FALSE
"1467","M001078",2212030007,"AR220011691","FIREARM","Weapons Violation","Violation",3,"2022/12/03 10:00:00+00","13-3102A",FALSE
"1468","M001076",2212030007,"AR220011691","FIREARM","Weapons Violation","Violation",3,"2022/12/03 10:00:00+00","13-3407A1",FALSE
"1469","M001077",2212030007,"AR220011691","FIREARM","Weapons Violation","Violation",3,"2022/12/03 10:00:00+00","13-3407A1",FALSE
"1470","M001078",2212030007,"AR220011691","FIREARM","Weapons Violation","Violation",3,"2022/12/03 10:00:00+00","13-3407A1",FALSE
"1471","M000792",2212270131,NA,"FIREARM","Weapons Violation","Violation",3,NA,NA,FALSE
"1472","M001079",2212270131,NA,"FIREARM","Weapons Violation","Violation",3,NA,NA,FALSE
"1473","M001080",2212080234,NA,"FIREARM","Sex Assault","Violent",6,NA,NA,FALSE
"1474","M001081",2212130012,NA,"FIREARM","Robbery","Violent",4,NA,NA,FALSE
"1475","M001082",2212270180,NA,"FIREARM","Disorderly Conduct","Quality of Life",6,NA,NA,TRUE
"1476","M001083",2212270180,NA,"FIREARM","Disorderly Conduct","Quality of Life",6,NA,NA,FALSE
"1477","M000991",2212250025,"AR220012891","FIREARM","Agg. Assault","Violent",2,"2022/12/25 16:00:00+00","13-1204A2",FALSE
"1478","M000473",2212250025,"AR220012891","FIREARM","Agg. Assault","Violent",2,"2022/12/25 16:00:00+00","13-1204A2",FALSE
"1479","M001084",2212250025,"AR220012891","FIREARM","Agg. Assault","Violent",2,"2022/12/25 16:00:00+00","13-1204A2",FALSE
"1480","M000991",2212250025,"AR220012891","FIREARM","Agg. Assault","Violent",2,"2022/12/25 16:00:00+00","13-2904A6DV",FALSE
"1481","M000473",2212250025,"AR220012891","FIREARM","Agg. Assault","Violent",2,"2022/12/25 16:00:00+00","13-2904A6DV",FALSE
"1482","M001084",2212250025,"AR220012891","FIREARM","Agg. Assault","Violent",2,"2022/12/25 16:00:00+00","13-2904A6DV",FALSE
"1483","M001085",2212230178,"AR220012838","FIREARM","Disorderly Conduct","Quality of Life",3,"2022/12/24 05:00:00+00","13-3107",TRUE
"1484","M001086",2212080001,NA,"FIREARM","Disorderly Conduct","Quality of Life",5,NA,NA,TRUE
"1485","M001087",2212090207,"AR220012091","FIREARM","Robbery","Violent",5,"2022/12/10 12:00:00+00","13-1904A2",FALSE
"1486","M001088",2212090207,"AR220012091","FIREARM","Robbery","Violent",5,"2022/12/10 12:00:00+00","13-1904A2",FALSE
"1487","M001089",2207030019,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"1488","M001090",2212240023,"AR220012846","FIREARM","Weapons Violation","Violation",6,"2022/12/24 09:00:00+00","13-3407A1",FALSE
"1489","M001090",2212240023,"AR220012846","FIREARM","Weapons Violation","Violation",6,"2022/12/24 09:00:00+00","13-3408A1",FALSE
"1490","M001090",2212240023,"AR220012846","FIREARM","Weapons Violation","Violation",6,"2022/12/24 09:00:00+00","13-3415A",FALSE
"1491","M001091",2212090032,"AR220012042","FIREARM","Agg. Assault","Violent",4,"2022/12/09 21:00:00+00","13-1204A2",FALSE
"1492","M001092",2212090032,"AR220012042","FIREARM","Agg. Assault","Violent",4,"2022/12/09 21:00:00+00","13-1204A2",FALSE
"1493","M001093",2212090032,"AR220012042","FIREARM","Agg. Assault","Violent",4,"2022/12/09 21:00:00+00","13-1204A2",FALSE
"1494","M001091",2212090032,"AR220012042","FIREARM","Agg. Assault","Violent",4,"2022/12/09 21:00:00+00","13-3107A",FALSE
"1495","M001092",2212090032,"AR220012042","FIREARM","Agg. Assault","Violent",4,"2022/12/09 21:00:00+00","13-3107A",FALSE
"1496","M001093",2212090032,"AR220012042","FIREARM","Agg. Assault","Violent",4,"2022/12/09 21:00:00+00","13-3107A",FALSE
"1497","M001091",2212090032,"AR220012042","FIREARM","Agg. Assault","Violent",4,"2022/12/09 21:00:00+00","13-3102A4",FALSE
"1498","M001092",2212090032,"AR220012042","FIREARM","Agg. Assault","Violent",4,"2022/12/09 21:00:00+00","13-3102A4",FALSE
"1499","M001093",2212090032,"AR220012042","FIREARM","Agg. Assault","Violent",4,"2022/12/09 21:00:00+00","13-3102A4",FALSE
"1500","M001094",2212080219,NA,"FIREARM","Agg. Assault","Violent",2,NA,NA,FALSE
"1501","M001095",2212080219,NA,"FIREARM","Agg. Assault","Violent",2,NA,NA,TRUE
"1502","M001096",2212080219,NA,"FIREARM","Agg. Assault","Violent",2,NA,NA,FALSE
"1503","M001097",2209010003,"AR220006444","FIREARM","Weapons Violation","Violation",2,"2022/09/01 08:00:00+00","4-251A.2",TRUE
"1504","M001098",2209010003,"AR220006444","FIREARM","Weapons Violation","Violation",2,"2022/09/01 08:00:00+00","4-251A.2",FALSE
"1505","M001097",2209010003,"AR220006444","FIREARM","Weapons Violation","Violation",2,"2022/09/01 08:00:00+00","13-2508A2",TRUE
"1506","M001098",2209010003,"AR220006444","FIREARM","Weapons Violation","Violation",2,"2022/09/01 08:00:00+00","13-2508A2",FALSE
"1507","M001097",2209010003,"AR220006444","FIREARM","Weapons Violation","Violation",2,"2022/09/01 08:00:00+00","13-2908",TRUE
"1508","M001098",2209010003,"AR220006444","FIREARM","Weapons Violation","Violation",2,"2022/09/01 08:00:00+00","13-2908",FALSE
"1509","M001097",2209010003,"AR220006444","FIREARM","Weapons Violation","Violation",2,"2022/09/01 08:00:00+00","28-8429A",TRUE
"1510","M001098",2209010003,"AR220006444","FIREARM","Weapons Violation","Violation",2,"2022/09/01 08:00:00+00","28-8429A",FALSE
"1511","M001097",2209010003,"AR220006444","FIREARM","Weapons Violation","Violation",2,"2022/09/01 08:00:00+00","28-2153A",TRUE
"1512","M001098",2209010003,"AR220006444","FIREARM","Weapons Violation","Violation",2,"2022/09/01 08:00:00+00","28-2153A",FALSE
"1513","M001099",2212310043,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"1514","M001100",2212230036,NA,"FIREARM","Agg. Assault","Violent",2,NA,NA,FALSE
"1515","M001101",2212230036,NA,"FIREARM","Agg. Assault","Violent",2,NA,NA,TRUE
"1516","M001102",2212230036,NA,"FIREARM","Agg. Assault","Violent",2,NA,NA,FALSE
"1517","M001103",2212180126,"AR220012540","FIREARM","Weapons Violation","Violation",6,"2022/12/19 06:00:00+00","13-3408A2",FALSE
"1518","M001104",2212180126,"AR220012540","FIREARM","Weapons Violation","Violation",6,"2022/12/19 06:00:00+00","13-3408A2",FALSE
"1519","M001105",2212180126,"AR220012540","FIREARM","Weapons Violation","Violation",6,"2022/12/19 06:00:00+00","13-3408A2",FALSE
"1520","M001103",2212180126,"AR220012540","FIREARM","Weapons Violation","Violation",6,"2022/12/19 06:00:00+00","13-3102A8",FALSE
"1521","M001104",2212180126,"AR220012540","FIREARM","Weapons Violation","Violation",6,"2022/12/19 06:00:00+00","13-3102A8",FALSE
"1522","M001105",2212180126,"AR220012540","FIREARM","Weapons Violation","Violation",6,"2022/12/19 06:00:00+00","13-3102A8",FALSE
"1523","M001103",2212180126,"AR220012540","FIREARM","Weapons Violation","Violation",6,"2022/12/19 06:00:00+00","13-3102A4",FALSE
"1524","M001104",2212180126,"AR220012540","FIREARM","Weapons Violation","Violation",6,"2022/12/19 06:00:00+00","13-3102A4",FALSE
"1525","M001105",2212180126,"AR220012540","FIREARM","Weapons Violation","Violation",6,"2022/12/19 06:00:00+00","13-3102A4",FALSE
"1526","M001103",2212180126,"AR220012540","FIREARM","Weapons Violation","Violation",6,"2022/12/19 06:00:00+00","13-3407A2",FALSE
"1527","M001104",2212180126,"AR220012540","FIREARM","Weapons Violation","Violation",6,"2022/12/19 06:00:00+00","13-3407A2",FALSE
"1528","M001105",2212180126,"AR220012540","FIREARM","Weapons Violation","Violation",6,"2022/12/19 06:00:00+00","13-3407A2",FALSE
"1529","M001106",2211300190,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"1530","M001107",2211300190,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"1531","M001108",2211300190,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"1532","M001109",2212010126,"AR220011846","FIREARM","Weapons Violation","Violation",2,"2022/12/02 00:00:00+00","13-3102",FALSE
"1533","M001110",2212010126,"AR220011846","FIREARM","Weapons Violation","Violation",2,"2022/12/02 00:00:00+00","13-3102",FALSE
"1534","M001111",2212010126,"AR220011846","FIREARM","Weapons Violation","Violation",2,"2022/12/02 00:00:00+00","13-3102",TRUE
"1535","M001112",2212170140,NA,"FIREARM","Weapons Violation","Violation",NA,NA,NA,FALSE
"1536","M000863",2212060194,"AR220011961","FIREARM","Agg. Assault","Violent",2,"2022/12/07 23:00:00+00","13-1204A2",TRUE
"1537","M000863",2212060194,"AR220011961","FIREARM","Agg. Assault","Violent",2,"2022/12/07 23:00:00+00","13-3407A1",TRUE
"1538","M000863",2212060194,"AR220011961","FIREARM","Agg. Assault","Violent",2,"2022/12/07 23:00:00+00","13-3415A",TRUE
"1539","M000863",2212060194,"AR220011961","FIREARM","Agg. Assault","Violent",2,"2022/12/07 23:00:00+00","13-3408A1",TRUE
"1540","M001113",2211300194,NA,"FIREARM","Robbery","Violent",6,NA,NA,FALSE
"1541","M001114",2211300194,NA,"FIREARM","Robbery","Violent",6,NA,NA,FALSE
"1542","M001115",2212240116,NA,"FIREARM","Disorderly Conduct","Quality of Life",3,NA,NA,FALSE
"1543","M001116",2212240116,NA,"FIREARM","Disorderly Conduct","Quality of Life",3,NA,NA,FALSE
"1544","M001117",2212240116,NA,"FIREARM","Disorderly Conduct","Quality of Life",3,NA,NA,FALSE
"1545","M000243",2212010082,"AR220011664","FIREARM","Agg. Assault","Violent",6,"2022/12/01 21:00:00+00","13-1304A4",FALSE
"1546","M001118",2212010082,"AR220011664","FIREARM","Agg. Assault","Violent",6,"2022/12/01 21:00:00+00","13-1304A4",FALSE
"1547","M001119",2212010082,"AR220011664","FIREARM","Agg. Assault","Violent",6,"2022/12/01 21:00:00+00","13-1304A4",FALSE
"1548","M000350",2212120102,NA,"FIREARM","Disorderly Conduct","Quality of Life",1,NA,NA,TRUE
"1549","M001120",2212100165,NA,"FIREARM","Robbery","Violent",3,NA,NA,FALSE
"1550","M001121",2212100165,NA,"FIREARM","Robbery","Violent",3,NA,NA,FALSE
"1551","M001122",2212100165,NA,"FIREARM","Robbery","Violent",3,NA,NA,FALSE
"1552","M000092",2212250079,NA,"FIREARM","Weapons Violation","Violation",3,NA,NA,FALSE
"1553","M000481",2212250079,NA,"FIREARM","Weapons Violation","Violation",3,NA,NA,TRUE
"1554","M001123",2212090184,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"1555","M001124",2205240001,NA,"FIREARM","Homicide","Violent",6,NA,NA,FALSE
"1556","M001125",2205240001,NA,"FIREARM","Homicide","Violent",6,NA,NA,FALSE
"1557","M001126",2212180002,NA,"FIREARM","Criminal Damage","Property",6,NA,NA,FALSE
"1558","M001127",2212180002,NA,"FIREARM","Criminal Damage","Property",6,NA,NA,FALSE
"1559","M001128",2212180002,NA,"FIREARM","Criminal Damage","Property",6,NA,NA,FALSE
"1560","M000807",2211300226,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"1561","M001129",2211300226,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"1562","M001130",2211300226,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"1563","M000118",2212290008,NA,"FIREARM","Robbery","Violent",1,NA,NA,FALSE
"1564","M001131",2212290008,NA,"FIREARM","Robbery","Violent",1,NA,NA,FALSE
"1565","M001132",2212250018,NA,"FIREARM","Disorderly Conduct","Quality of Life",6,NA,NA,FALSE
"1566","M000735",2207240082,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,TRUE
"1567","M001133",2207240082,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"1568","M001134",2207240082,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"1569","M001135",2212300123,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"1570","M001136",2207100022,NA,"FIREARM","Weapons Violation","Violation",3,NA,NA,FALSE
"1571","M001137",2212070175,NA,"FIREARM","Weapons Violation","Violation",5,NA,NA,FALSE
"1572","M001138",2212070175,NA,"FIREARM","Weapons Violation","Violation",5,NA,NA,FALSE
"1573","M001139",2212070175,NA,"FIREARM","Weapons Violation","Violation",5,NA,NA,FALSE
"1574","M001140",2212130009,"AR220012237","FIREARM","Weapons Violation","Violation",5,"2022/12/13 09:00:00+00","13-3102A4",FALSE
"1575","M001141",2212130009,"AR220012237","FIREARM","Weapons Violation","Violation",5,"2022/12/13 09:00:00+00","13-3102A4",FALSE
"1576","M001140",2212130009,"AR220012237","FIREARM","Weapons Violation","Violation",5,"2022/12/13 09:00:00+00","13-3408A1",FALSE
"1577","M001141",2212130009,"AR220012237","FIREARM","Weapons Violation","Violation",5,"2022/12/13 09:00:00+00","13-3408A1",FALSE
"1578","M001140",2212130009,"AR220012237","FIREARM","Weapons Violation","Violation",5,"2022/12/13 09:00:00+00","13-3415A",FALSE
"1579","M001141",2212130009,"AR220012237","FIREARM","Weapons Violation","Violation",5,"2022/12/13 09:00:00+00","13-3415A",FALSE
"1580","M000260",2212080009,NA,"FIREARM","Disorderly Conduct","Quality of Life",1,NA,NA,FALSE
"1581","M001142",2212080009,NA,"FIREARM","Disorderly Conduct","Quality of Life",1,NA,NA,FALSE
"1582","M001143",2212080009,NA,"FIREARM","Disorderly Conduct","Quality of Life",1,NA,NA,FALSE
"1583","M001144",2212050171,NA,"FIREARM","Robbery","Violent",NA,NA,NA,FALSE
"1584","M001145",2212050171,NA,"FIREARM","Robbery","Violent",NA,NA,NA,FALSE
"1585","M001042",2212050218,NA,"FIREARM","Weapons Violation","Violation",6,NA,NA,FALSE
"1586","M001146",2212050218,NA,"FIREARM","Weapons Violation","Violation",6,NA,NA,FALSE
"1587","M000049",2207310100,NA,"FIREARM","Sex Assault","Violent",3,NA,NA,TRUE
"1588","M001147",2207310100,NA,"FIREARM","Sex Assault","Violent",3,NA,NA,FALSE
"1589","M001148",2207310100,NA,"FIREARM","Sex Assault","Violent",3,NA,NA,FALSE
"1590","M001149",2212140193,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"1591","M001150",2212140193,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"1592","M001151",2212140193,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"1593","M000262",2212170113,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"1594","M001152",2212170113,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"1595","M001153",2212170113,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"1596","M000363",2212260153,NA,"FIREARM","Suspicious Activity","Quality of Life",5,NA,NA,FALSE
"1597","M001154",2212260153,NA,"FIREARM","Suspicious Activity","Quality of Life",5,NA,NA,FALSE
"1598","M001155",2212260153,NA,"FIREARM","Suspicious Activity","Quality of Life",5,NA,NA,FALSE
"1599","M001156",2212270033,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"1600","M001157",2212270033,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"1601","M001158",2212270033,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"1602","M001159",2212160093,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"1603","M001160",2212160093,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,TRUE
"1604","M001161",2212160093,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"1605","M000970",2209260102,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"1606","M001162",2209260102,NA,"FIREARM","Agg. Assault","Violent",5,NA,NA,FALSE
"1607","M000940",2212190135,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"1608","M001077",2212190135,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"1609","M001159",2212020011,"AR220012297","FIREARM","Weapons Violation","Violation",1,"2022/12/02 07:00:00+00","13-3102A8",TRUE
"1610","M001163",2212020011,"AR220012297","FIREARM","Weapons Violation","Violation",1,"2022/12/02 07:00:00+00","13-3102A8",TRUE
"1611","M001159",2212020011,"AR220012297","FIREARM","Weapons Violation","Violation",1,"2022/12/02 07:00:00+00","13-3415A",TRUE
"1612","M001163",2212020011,"AR220012297","FIREARM","Weapons Violation","Violation",1,"2022/12/02 07:00:00+00","13-3415A",TRUE
"1613","M001159",2212020011,"AR220012297","FIREARM","Weapons Violation","Violation",1,"2022/12/02 07:00:00+00","13-3408A1",TRUE
"1614","M001163",2212020011,"AR220012297","FIREARM","Weapons Violation","Violation",1,"2022/12/02 07:00:00+00","13-3408A1",TRUE
"1615","M000405",2212300210,"AR220013201","FIREARM","Weapons Violation","Violation",2,"2022/12/31 10:00:00+00","13-3102A4",FALSE
"1616","M001164",2212300210,"AR220013201","FIREARM","Weapons Violation","Violation",2,"2022/12/31 10:00:00+00","13-3102A4",FALSE
"1617","M000084",2212010136,NA,"FIREARM","Weapons Violation","Violation",3,NA,NA,FALSE
"1618","M000058",2212080003,"AR220011965","FIREARM","Agg. Assault","Violent",1,"2022/12/08 08:00:00+00","13-1201",FALSE
"1619","M001165",2212080003,"AR220011965","FIREARM","Agg. Assault","Violent",1,"2022/12/08 08:00:00+00","13-1201",FALSE
"1620","M000058",2212080003,"AR220011965","FIREARM","Agg. Assault","Violent",1,"2022/12/08 08:00:00+00","13-3102A4",FALSE
"1621","M001165",2212080003,"AR220011965","FIREARM","Agg. Assault","Violent",1,"2022/12/08 08:00:00+00","13-3102A4",FALSE
"1622","M000058",2212080003,"AR220011965","FIREARM","Agg. Assault","Violent",1,"2022/12/08 08:00:00+00","13-3111A",FALSE
"1623","M001165",2212080003,"AR220011965","FIREARM","Agg. Assault","Violent",1,"2022/12/08 08:00:00+00","13-3111A",FALSE
"1624","M000058",2212080003,"AR220011965","FIREARM","Agg. Assault","Violent",1,"2022/12/08 08:00:00+00","13-2904A6DV",FALSE
"1625","M001165",2212080003,"AR220011965","FIREARM","Agg. Assault","Violent",1,"2022/12/08 08:00:00+00","13-2904A6DV",FALSE
"1626","M001166",2212200201,"AR220012651","FIREARM","Agg. Assault","Violent",4,"2022/12/21 07:00:00+00","13-1211",FALSE
"1627","M001167",2212200201,"AR220012651","FIREARM","Agg. Assault","Violent",4,"2022/12/21 07:00:00+00","13-1211",FALSE
"1628","M001166",2212200201,"AR220012651","FIREARM","Agg. Assault","Violent",4,"2022/12/21 07:00:00+00","13-1204A2",FALSE
"1629","M001167",2212200201,"AR220012651","FIREARM","Agg. Assault","Violent",4,"2022/12/21 07:00:00+00","13-1204A2",FALSE
"1630","M001168",2212100015,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"1631","M001169",2212100015,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"1632","M001170",2212100015,NA,"FIREARM","Agg. Assault","Violent",6,NA,NA,FALSE
"1633","M000580",2212160164,"AR220013021","FIREARM","Agg. Assault","Violent",5,"2022/12/21 22:00:00+00","13-1204A2",FALSE
"1634","M001171",2212160164,"AR220013021","FIREARM","Agg. Assault","Violent",5,"2022/12/21 22:00:00+00","13-1204A2",FALSE
"1635","M001172",2212020147,"AR220011671","FIREARM","Agg. Assault","Violent",2,"2022/12/03 05:00:00+00","13-1204A2",FALSE
"1636","M000982",2208130029,"AR220008546","FIREARM","Fraud","Property",6,"2022/10/06 23:00:00+00","13-3407",FALSE
"1637","M001173",2208130029,"AR220008546","FIREARM","Fraud","Property",6,"2022/10/06 23:00:00+00","13-3407",TRUE
"1638","M001174",2208130029,"AR220008546","FIREARM","Fraud","Property",6,"2022/10/06 23:00:00+00","13-3407",FALSE
"1639","M000982",2208130029,"AR220008546","FIREARM","Fraud","Property",6,"2022/10/06 23:00:00+00","13-2008",FALSE
"1640","M001173",2208130029,"AR220008546","FIREARM","Fraud","Property",6,"2022/10/06 23:00:00+00","13-2008",TRUE
"1641","M001174",2208130029,"AR220008546","FIREARM","Fraud","Property",6,"2022/10/06 23:00:00+00","13-2008",FALSE
"1642","M000982",2208130029,"AR220008546","FIREARM","Fraud","Property",6,"2022/10/06 23:00:00+00","13-3102",FALSE
"1643","M001173",2208130029,"AR220008546","FIREARM","Fraud","Property",6,"2022/10/06 23:00:00+00","13-3102",TRUE
"1644","M001174",2208130029,"AR220008546","FIREARM","Fraud","Property",6,"2022/10/06 23:00:00+00","13-3102",FALSE
"1645","M000982",2208130029,"AR220008546","FIREARM","Fraud","Property",6,"2022/10/06 23:00:00+00","13-3415",FALSE
"1646","M001173",2208130029,"AR220008546","FIREARM","Fraud","Property",6,"2022/10/06 23:00:00+00","13-3415",TRUE
"1647","M001174",2208130029,"AR220008546","FIREARM","Fraud","Property",6,"2022/10/06 23:00:00+00","13-3415",FALSE
"1648","M001175",2205100212,NA,"FIREARM","Robbery","Violent",5,NA,NA,FALSE
"1649","M001176",2205100212,NA,"FIREARM","Robbery","Violent",5,NA,NA,FALSE
"1650","M000280",2305020007,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"1651","M000913",2305020007,NA,"FIREARM","Agg. Assault","Violent",3,NA,NA,FALSE
"1652","M001177",2209030083,NA,"FIREARM","Criminal Damage","Property",5,NA,NA,FALSE
"1653","M001178",2209030083,NA,"FIREARM","Criminal Damage","Property",5,NA,NA,FALSE
"1654","M001179",2209030083,NA,"FIREARM","Criminal Damage","Property",5,NA,NA,FALSE
"1655","M001180",2206250085,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"1656","M001181",2206250085,NA,"FIREARM","Agg. Assault","Violent",1,NA,NA,FALSE
"1657","M001182",2210260150,NA,"FIREARM","Disorderly Conduct","Quality of Life",1,NA,NA,FALSE
"1658","M001183",2210070082,NA,"FIREARM","Death","Quality of Life",4,NA,NA,FALSE
"1659","M001184",2210070082,NA,"FIREARM","Death","Quality of Life",4,NA,NA,FALSE
"1660","M000463",2210070093,NA,"FIREARM","Weapons Violation","Violation",5,NA,NA,FALSE
"1661","M000817",2209200190,NA,"FIREARM","Weapons Violation","Violation",5,NA,NA,FALSE
"1662","M001185",2209200190,NA,"FIREARM","Weapons Violation","Violation",5,NA,NA,FALSE
"1663","M001186",2208270168,"AR220006200","FIREARM","Agg. Assault","Violent",5,"2022/08/28 07:00:00+00","13-1204A2",FALSE
"1664","M001187",2208270168,"AR220006200","FIREARM","Agg. Assault","Violent",5,"2022/08/28 07:00:00+00","13-1204A2",FALSE
"1665","M001186",2208270168,"AR220006200","FIREARM","Agg. Assault","Violent",5,"2022/08/28 07:00:00+00","13-2904A1DV",FALSE
"1666","M001187",2208270168,"AR220006200","FIREARM","Agg. Assault","Violent",5,"2022/08/28 07:00:00+00","13-2904A1DV",FALSE
"1667","M001186",2208270168,"AR220006200","FIREARM","Agg. Assault","Violent",5,"2022/08/28 07:00:00+00","13-1105",FALSE
